County,Agency,Year,Months Reported,Index Total,Violent Total,Murder,Rape,Robbery,Aggravated Assault,Property Total,Burglary,Larceny,Motor Vehicle Theft,Region
Oswego,SUNY Police - Oswego,2009,12,133,0,0,0,0,0,133,47,86,0,Non-New York City
Allegany,SUNY Police - Alfred,2016,12,52,4,0,3,0,1,48,6,41,1,Non-New York City
Onondaga,SUNY Police - Upstate Medical,2016,12,82,2,0,0,1,1,80,1,78,1,Non-New York City
Oswego,Phoenix Vg PD,2017,12,26,3,0,0,2,1,23,5,17,1,Non-New York City
Suffolk,Southold Town PD,2014,12,326,12,0,3,3,6,314,61,246,7,Non-New York City
Herkimer,Frankfort Town PD,2017,10,22,1,0,0,1,0,21,2,19,0,Non-New York City
Livingston,Avon Vg PD,2017,12,13,0,0,0,0,0,13,0,11,2,Non-New York City
Washington,Greenwich Vg PD,2017,12,25,3,0,2,0,1,22,5,17,0,Non-New York City
Westchester,Yonkers City PD,2017,12,2833,810,8,36,271,495,2023,360,1481,182,Non-New York City
Chemung,Elmira Town PD,2017,12,2,1,0,1,0,0,1,0,0,1,Non-New York City
St Lawrence,St Lawrence County State Police,2017,12,432,50,0,33,1,16,382,83,285,14,Non-New York City
Onondaga,North Syracuse Vg PD,2017,12,108,9,0,2,1,6,99,13,81,5,Non-New York City
Madison,Oneida City PD,2016,12,482,44,1,12,7,24,438,54,375,9,Non-New York City
Allegany,SUNY Police - Alfred,2009,12,74,2,0,1,0,1,72,11,60,1,Non-New York City
Rensselaer,East Greenbush Town PD,2017,12,342,7,0,2,1,4,335,22,307,6,Non-New York City
Montgomery,Amsterdam City PD,2017,12,371,31,1,4,13,13,340,68,265,7,Non-New York City
Genesee,Batavia City PD,2017,12,578,94,0,20,16,58,484,88,385,11,Non-New York City
Rockland,Piermont Vg PD,2017,12,12,0,0,0,0,0,12,1,10,1,Non-New York City
Tioga,Tioga County State Police,2017,12,98,14,0,13,0,1,84,21,56,7,Non-New York City
Ontario,Ontario County Park PD,2017,12,1,0,0,0,0,0,1,0,1,0,Non-New York City
Westchester,Irvington Vg PD,2017,12,19,3,0,0,1,2,16,2,13,1,Non-New York City
Ulster,Olive Town PD,2017,12,7,0,0,0,0,0,7,2,5,0,Non-New York City
Erie,Hamburg Vg PD,2017,12,104,19,0,3,2,14,85,20,62,3,Non-New York City
Orange,Deerpark Town PD,2017,12,83,7,0,0,0,7,76,16,57,3,Non-New York City
Westchester,SUNY Police - Purchase,2016,12,44,1,0,1,0,0,43,7,36,0,Non-New York City
Jefferson,Brownville Vg PD,2017,12,3,0,0,0,0,0,3,3,0,0,Non-New York City
Greene,Windham Town PD,2017,12,13,0,0,0,0,0,13,5,8,0,Non-New York City
Rensselaer,Rensselaer Poly Tech Police,2017,12,53,0,0,0,0,0,53,1,52,0,Non-New York City
Schenectady,Scotia Vg PD,2017,12,116,12,0,2,4,6,104,19,81,4,Non-New York City
Dutchess,Poughkeepsie City PD,2017,12,821,215,2,28,57,128,606,111,468,27,Non-New York City
Westchester,Westchester Co Dept Pub Safety,2017,12,293,56,0,1,6,49,237,14,212,11,Non-New York City
Greene,Greene County State Police,2017,12,379,109,1,33,3,72,270,67,192,11,Non-New York City
Monroe,Brockport Vg PD,2017,12,107,20,1,3,5,11,87,25,58,4,Non-New York City
Madison,Chittenango Vg PD,2017,12,30,5,0,0,1,4,25,4,19,2,Non-New York City
Niagara,Niagara County Park PD,2016,12,49,8,0,0,7,1,41,2,39,0,Non-New York City
Onondaga,Camillus Town and Vg PD,2017,12,313,16,0,2,1,13,297,15,272,10,Non-New York City
St Lawrence,SUNY Police - Potsdam,2011,12,88,0,0,0,0,0,88,13,75,0,Non-New York City
Ulster,New Paltz Town and Vg PD,2017,12,187,22,0,4,1,17,165,16,149,0,Non-New York City
Monroe,Gates Town PD,2017,12,901,60,1,9,15,35,841,68,729,44,Non-New York City
Herkimer,Frankfort Vg PD,2017,12,31,2,0,0,0,2,29,4,24,1,Non-New York City
Columbia,Columbia County Sheriff,2017,12,360,30,0,5,1,24,330,70,252,8,Non-New York City
Erie,West Seneca Town PD,2017,12,607,44,1,9,9,25,563,82,465,16,Non-New York City
Onondaga,Jordan Vg PD,2017,12,1,0,0,0,0,0,1,1,0,0,Non-New York City
Cortland,SUNY Police - Cortland,2012,12,42,0,0,0,0,0,42,14,28,0,Non-New York City
Rockland,Rockland County MTA,2017,12,1,1,0,0,0,1,0,0,0,0,Non-New York City
Greene,Athens Vg PD,2017,12,1,0,0,0,0,0,1,1,0,0,Non-New York City
Onondaga,SUNY Police - Environmental Science,2008,12,11,0,0,0,0,0,11,2,9,0,Non-New York City
Schuyler,Watkins Glen Vg PD,2017,12,20,1,0,0,0,1,19,1,18,0,Non-New York City
St Lawrence,SUNY Police - Canton,2009,12,49,1,0,1,0,0,48,2,46,0,Non-New York City
Suffolk,East Hampton Town PD,2016,12,295,12,0,0,0,12,283,42,237,4,Non-New York City
Erie,County Total,2014,,28413,3932,66,173,1497,2196,24481,4638,18540,1303,Non-New York City
Monroe,Fairport Vg PD,2017,12,49,3,1,1,1,0,46,6,39,1,Non-New York City
Erie,SUNY Police - Buffalo,2015,12,314,10,0,4,1,5,304,38,265,1,Non-New York City
Tioga,Waverly Vg PD,2017,12,23,6,0,1,0,5,17,2,13,2,Non-New York City
Orleans,Holley Vg PD,2017,12,31,3,0,1,0,2,28,4,21,3,Non-New York City
Westchester,New Castle Town PD,2017,12,50,2,0,0,0,2,48,1,42,5,Non-New York City
Erie,SUNY Police - Buffalo State College,2009,12,218,10,0,4,1,5,208,47,156,5,Non-New York City
Orange,Montgomery Town PD,2016,12,62,10,0,0,0,10,52,8,44,0,Non-New York City
Erie,SUNY Police - Buffalo,2010,12,461,11,0,1,5,5,450,94,351,5,Non-New York City
Suffolk,Ocean Beach Vg PD,2017,12,8,0,0,0,0,0,8,0,8,0,Non-New York City
Cortland,SUNY Police - Cortland,2014,12,47,4,0,3,1,0,43,4,38,1,Non-New York City
Franklin,Franklin County State Police,2017,12,370,53,1,37,1,14,317,89,214,14,Non-New York City
Broome,SUNY Police - Binghamton,2017,12,192,8,0,5,2,1,184,13,171,0,Non-New York City
Otsego,SUNY Police - Oneonta,2014,12,25,0,0,0,0,0,25,3,22,0,Non-New York City
Onondaga,SUNY Police - Environmental Science,2009,12,14,0,0,0,0,0,14,1,13,0,Non-New York City
Montgomery,Montgomery County Sheriff,2013,12,424,6,0,0,0,6,418,37,377,4,Non-New York City
Broome,County Total,2015,,6459,623,7,154,148,314,5836,932,4791,113,Non-New York City
Fulton,Johnstown City PD,2017,12,221,11,0,2,2,7,210,24,181,5,Non-New York City
Ulster,SUNY Police - New Paltz,2013,12,48,1,0,0,0,1,47,3,43,1,Non-New York City
Greene,Cairo Town PD,2017,12,40,4,0,0,0,4,36,9,27,0,Non-New York City
Rensselaer,Rensselaer County Sheriff,2016,12,266,16,1,3,3,9,250,39,202,9,Non-New York City
Wayne,County Total,2010,,1966,169,0,21,15,133,1797,483,1268,46,Non-New York City
Orange,Newburgh Town PD,2017,12,1083,24,0,1,11,12,1059,61,984,14,Non-New York City
Schenectady,County Total,2008,,5643,740,9,43,311,377,4903,1125,3488,290,Non-New York City
Onondaga,Marcellus Vg PD,2017,12,7,0,0,0,0,0,7,2,5,0,Non-New York City
Essex,Essex County Sheriff,2017,11,3,0,0,0,0,0,3,0,2,1,Non-New York City
Westchester,Buchanan Vg PD,2017,12,2,0,0,0,0,0,2,0,2,0,Non-New York City
Clinton,County Total,2016,,1395,135,0,67,4,64,1260,201,1040,19,Non-New York City
Tompkins,Trumansburg Vg PD,2017,12,36,0,0,0,0,0,36,3,33,0,Non-New York City
Putnam,Putnam County State Police,2017,12,121,21,0,10,2,9,100,10,79,11,Non-New York City
Jefferson,Clayton Vg PD,2017,12,6,1,0,0,0,1,5,0,5,0,Non-New York City
Putnam,County Total,2017,,628,54,1,15,9,29,574,94,462,18,Non-New York City
Albany,Coeymans Town PD,2017,12,87,5,0,0,0,5,82,15,64,3,Non-New York City
Nassau,Old Westbury Vg PD,2017,12,23,0,0,0,0,0,23,0,23,0,Non-New York City
Monroe,East Rochester Vg PD,2016,12,126,10,0,2,5,3,116,28,86,2,Non-New York City
Genesee,Genesee County State Police,2017,12,108,11,0,4,0,7,97,13,79,5,Non-New York City
Chautauqua,Chautauqua County State Police,2017,12,195,26,0,15,0,11,169,38,123,8,Non-New York City
Allegany,Bolivar Vg PD,2017,11,3,0,0,0,0,0,3,0,3,0,Non-New York City
Suffolk,East Hampton Vg PD,2017,12,50,1,0,0,0,1,49,4,45,0,Non-New York City
Nassau,SUNY Police - Old Westbury,2010,12,89,0,0,0,0,0,89,24,63,2,Non-New York City
Orange,Orange County Park PD,2017,12,4,0,0,0,0,0,4,2,2,0,Non-New York City
Saratoga,Mechanicville City PD,2017,12,67,13,1,4,2,6,54,6,46,2,Non-New York City
Tioga,Owego Vg PD,2017,12,164,10,0,4,0,6,154,21,132,1,Non-New York City
Suffolk,Northport Vg PD,2017,12,46,4,0,1,0,3,42,1,38,3,Non-New York City
Jefferson,Alexandria Bay Vg PD,2017,12,6,1,0,0,0,1,5,1,4,0,Non-New York City
Tompkins,Cornell University Police,2015,12,277,3,0,2,0,1,274,21,252,1,Non-New York City
Cayuga,Weedsport Vg PD,2017,12,15,0,0,0,0,0,15,0,15,0,Non-New York City
Westchester,Pound Ridge Town PD,2017,12,39,5,2,1,0,2,34,4,28,2,Non-New York City
Wayne,Clyde Vg PD,2017,12,42,1,0,1,0,0,41,8,33,0,Non-New York City
Saratoga,Ballston Spa Vg PD,2017,12,49,1,0,0,0,1,48,3,43,2,Non-New York City
Columbia,County Total,2016,,834,100,0,40,6,54,734,134,589,11,Non-New York City
St Lawrence,Norwood Vg PD,2017,12,8,2,0,0,0,2,6,2,4,0,Non-New York City
Madison,County Total,2012,,1337,59,0,12,5,42,1278,272,974,32,Non-New York City
Ontario,Ontario County State Police,2017,12,264,36,0,28,1,7,228,25,192,11,Non-New York City
Suffolk,SUNY Police - Farmingdale,2013,12,29,0,0,0,0,0,29,0,29,0,Non-New York City
Oswego,SUNY Police - Oswego,2011,12,187,2,0,2,0,0,185,31,152,2,Non-New York City
Rensselaer,County Total,2015,,4200,547,10,56,175,306,3653,677,2824,152,Non-New York City
Clinton,Plattsburgh City PD,2017,12,386,31,0,12,2,17,355,42,308,5,Non-New York City
Suffolk,County Total,2014,,26121,1765,29,50,633,1053,24356,3338,19775,1243,Non-New York City
Monroe,SUNY Police - Brockport,2013,12,108,5,0,0,1,4,103,9,91,3,Non-New York City
Albany,SUNY Police - Albany,2013,12,203,5,0,1,1,3,198,4,194,0,Non-New York City
Madison,County Total,2016,,1027,122,1,59,11,51,905,141,729,35,Non-New York City
Monroe,Brighton Town PD,2016,12,825,28,0,13,8,7,797,84,693,20,Non-New York City
Yates,Yates County Sheriff,2017,12,174,17,0,7,0,10,157,27,127,3,Non-New York City
Allegany,SUNY Police - Alfred,2012,12,81,2,0,1,0,1,79,8,71,0,Non-New York City
Monroe,SUNY Police - Brockport,2008,12,137,3,0,2,0,1,134,21,113,0,Non-New York City
Saratoga,Saratoga Springs City PD,2017,12,515,56,0,7,9,40,459,52,395,12,Non-New York City
Oswego,SUNY Police - Oswego,2014,12,99,2,0,2,0,0,97,16,80,1,Non-New York City
Warren,Glens Falls City PD,2017,12,219,29,2,1,3,23,190,28,156,6,Non-New York City
Otsego,SUNY Police - Oneonta,2009,12,67,1,0,0,1,0,66,14,52,0,Non-New York City
Westchester,Harrison Town PD,2017,12,117,1,0,0,0,1,116,4,111,1,Non-New York City
Albany,SUNY Police - Albany,2012,12,202,7,0,3,2,2,195,21,174,0,Non-New York City
Columbia,Stockport Town PD,2017,12,3,0,0,0,0,0,3,1,2,0,Non-New York City
Greene,Catskill Vg PD,2016,12,89,8,0,2,1,5,81,9,72,0,Non-New York City
Oneida,SUNY Police - Polytechnic Institute,2011,12,17,1,0,0,1,0,16,1,15,0,Non-New York City
Wayne,Wolcott Vg PD,2010,12,14,0,0,0,0,0,14,5,9,0,Non-New York City
Suffolk,Asharoken Vg PD,2017,12,2,0,0,0,0,0,2,0,2,0,Non-New York City
Orange,Highlands Town PD,2017,12,10,2,0,0,0,2,8,0,8,0,Non-New York City
Erie,SUNY Police - Buffalo State College,2013,12,153,4,0,2,2,0,149,15,134,0,Non-New York City
Chautauqua,SUNY Police - Fredonia,2013,12,23,1,0,0,0,1,22,3,19,0,Non-New York City
Onondaga,SUNY Police - Environmental Science,2017,12,17,0,0,0,0,0,17,0,17,0,Non-New York City
Erie,SUNY Police - Buffalo,2014,12,318,3,0,1,0,2,315,25,288,2,Non-New York City
St Lawrence,SUNY Police - Canton,2017,12,27,5,0,2,0,3,22,0,22,0,Non-New York City
Clinton,SUNY Police - Plattsburgh,2016,12,51,4,0,4,0,0,47,3,44,0,Non-New York City
Oneida,New Hartford Town and Vg PD,2016,12,673,16,0,2,6,8,657,53,599,5,Non-New York City
Allegany,SUNY Police - Alfred,2013,12,73,3,0,1,1,1,70,6,64,0,Non-New York City
Onondaga,Onondaga County Park Rangers,2017,12,29,0,0,0,0,0,29,0,28,1,Non-New York City
Yates,Penn Yan Vg PD,2017,12,61,3,0,2,0,1,58,14,44,0,Non-New York City
Madison,SUNY Police - Morrisville,2008,12,91,0,0,0,0,0,91,8,82,1,Non-New York City
Oneida,Boonville Vg PD,2017,11,10,4,0,0,0,4,6,1,5,0,Non-New York City
Rensselaer,Troy City PD,2017,12,2083,351,6,31,114,200,1732,370,1272,90,Non-New York City
Niagara,North Tonawanda City PD,2017,12,544,37,0,5,8,24,507,84,400,23,Non-New York City
Albany,County Total,2011,,10726,1164,7,47,395,715,9562,1571,7739,252,Non-New York City
Montgomery,Montgomery County State Police,2017,12,111,22,0,19,0,3,89,14,71,4,Non-New York City
Jefferson,Jefferson County State Police,2017,12,605,64,3,39,3,19,541,85,442,14,Non-New York City
Tompkins,Dryden Vg PD,2017,12,70,3,0,3,0,0,67,11,56,0,Non-New York City
Suffolk,Amityville Vg PD,2017,12,137,11,0,0,5,6,126,15,109,2,Non-New York City
Onondaga,Onondaga County State Police,2017,12,625,73,0,40,3,30,552,68,455,29,Non-New York City
Monroe,SUNY Police - Brockport,2010,12,64,3,0,1,0,2,61,8,53,0,Non-New York City
Westchester,SUNY Police - Purchase,2010,12,135,8,0,5,1,2,127,23,104,0,Non-New York City
Columbia,Columbia County Sheriff,2016,12,309,19,0,4,1,14,290,80,205,5,Non-New York City
Suffolk,SUNY Police - Farmingdale,2016,12,44,1,0,1,0,0,43,1,41,1,Non-New York City
Genesee,Genesee County Sheriff,2017,12,402,57,0,16,4,37,345,51,280,14,Non-New York City
Broome,SUNY Police - Binghamton,2011,12,195,9,0,4,0,5,186,17,169,0,Non-New York City
Genesee,Batavia City PD,2016,12,582,70,0,11,14,45,512,87,413,12,Non-New York City
Suffolk,Southampton Town PD,2016,12,757,57,0,14,9,34,700,138,514,48,Non-New York City
Livingston,Dansville Vg PD,2017,12,110,4,0,0,2,2,106,11,92,3,Non-New York City
Cortland,SUNY Police - Cortland,2016,12,65,1,0,1,0,0,64,7,57,0,Non-New York City
Oneida,SUNY Police - Polytechnic Institute,2010,12,15,0,0,0,0,0,15,1,14,0,Non-New York City
Madison,SUNY Police - Morrisville,2014,12,41,3,0,3,0,0,38,4,34,0,Non-New York City
Tioga,Tioga County Sheriff,2016,12,198,16,1,2,1,12,182,51,120,11,Non-New York City
Madison,Madison County State Police,2017,12,230,42,0,30,4,8,188,47,134,7,Non-New York City
Wyoming,Wyoming County State Police,2017,12,46,34,0,11,0,23,12,0,11,1,Non-New York City
Putnam,Putnam County MTA,2017,12,5,1,0,0,0,1,4,0,4,0,Non-New York City
Montgomery,Montgomery County Sheriff,2017,12,345,16,0,6,1,9,329,28,292,9,Non-New York City
Tompkins,Tompkins County State Police,2017,12,380,53,0,34,5,14,327,56,258,13,Non-New York City
Westchester,Westchester County State Police,2017,12,455,76,1,25,5,45,379,48,319,12,Non-New York City
Suffolk,Suffolk County Sheriff,2017,12,41,41,0,0,0,41,0,0,0,0,Non-New York City
Chenango,Sherburne Vg PD,2017,12,9,1,0,1,0,0,8,0,8,0,Non-New York City
Albany,SUNY Police - Albany,2009,12,219,6,0,2,1,3,213,57,154,2,Non-New York City
Washington,Cambridge Vg PD,2017,12,17,1,0,1,0,0,16,8,8,0,Non-New York City
Erie,SUNY Police - Buffalo State College,2011,12,155,8,0,1,3,4,147,18,129,0,Non-New York City
Erie,Kenmore Vg PD,2017,12,244,13,0,0,6,7,231,38,188,5,Non-New York City
Dutchess,County Total,2015,,4518,558,4,108,118,328,3960,505,3344,111,Non-New York City
Orange,Goshen Vg PD,2017,12,56,4,0,0,0,4,52,5,47,0,Non-New York City
Ulster,Ellenville Vg PD,2017,12,154,18,0,3,3,12,136,24,110,2,Non-New York City
Seneca,Waterloo Vg PD,2017,12,81,5,0,0,2,3,76,19,56,1,Non-New York City
Jefferson,Adams Vg PD,2017,12,4,1,0,0,0,1,3,1,1,1,Non-New York City
St Lawrence,SUNY Police - Potsdam,2008,12,85,2,0,0,0,2,83,14,68,1,Non-New York City
Chautauqua,SUNY Police - Fredonia,2015,12,35,1,0,1,0,0,34,8,26,0,Non-New York City
Onondaga,Onondaga County Park PD,2016,12,11,0,0,0,0,0,11,1,10,0,Non-New York City
Erie,SUNY Police - Buffalo,2008,12,428,10,0,2,2,6,418,76,335,7,Non-New York City
Livingston,County Total,2016,,886,91,4,25,8,54,795,120,652,23,Non-New York City
Onondaga,Syracuse City PD,2017,12,5826,1009,20,98,284,607,4817,1145,3301,371,Non-New York City
Oswego,SUNY Police - Oswego,2016,12,95,6,0,5,0,1,89,15,72,2,Non-New York City
Dutchess,Dutchess County State Police,2017,12,669,175,0,51,10,114,494,66,414,14,Non-New York City
Chautauqua,Fredonia Vg PD,2017,12,170,13,0,3,6,4,157,20,136,1,Non-New York City
Niagara,County Total,2016,,6142,848,4,68,279,497,5294,1061,3912,321,Non-New York City
Montgomery,Canajoharie Vg PD,2015,12,26,3,0,1,0,2,23,5,18,0,Non-New York City
Oneida,SUNY Police - Polytechnic Institute,2012,12,23,0,0,0,0,0,23,3,20,0,Non-New York City
Erie,East Aurora-Town Of Aurora PD,2017,12,94,3,0,1,1,1,91,13,75,3,Non-New York City
St Lawrence,County Total,2015,,1671,143,2,53,14,74,1528,279,1220,29,Non-New York City
Oneida,SUNY Police - Polytechnic Institute,2017,12,11,0,0,0,0,0,11,1,10,0,Non-New York City
Albany,SUNY Police - Albany,2016,12,128,9,0,5,2,2,119,14,105,0,Non-New York City
Orange,Cornwall-on-Hudson Vg PD,2017,12,25,3,0,0,1,2,22,1,21,0,Non-New York City
Clinton,Clinton County State Police,2017,12,749,96,0,53,5,38,653,122,513,18,Non-New York City
Montgomery,County Total,2013,,1125,48,0,4,13,31,1077,186,864,27,Non-New York City
Albany,SUNY Police - Albany,2011,12,251,9,0,1,1,7,242,32,210,0,Non-New York City
St Lawrence,Potsdam Vg PD,2017,12,100,10,0,4,1,5,90,4,85,1,Non-New York City
Rockland,Haverstraw Town PD,2017,12,340,42,0,1,16,25,298,48,239,11,Non-New York City
Suffolk,SUNY Police - Stony Brook,2015,12,292,10,0,1,1,8,282,22,259,1,Non-New York City
Onondaga,SUNY Police - Upstate Medical,2014,12,87,3,0,1,1,1,84,1,81,2,Non-New York City
Saratoga,County Total,2016,,2843,256,2,73,24,157,2587,325,2162,100,Non-New York City
Wayne,County Total,2015,,1642,203,2,79,24,98,1439,353,1038,48,Non-New York City
Westchester,Eastchester Town PD,2017,12,176,5,0,0,4,1,171,6,157,8,Non-New York City
Albany,Green Island Vg PD,2017,12,34,4,0,0,0,4,30,6,23,1,Non-New York City
Rensselaer,North Greenbush Town PD,2017,12,160,8,0,1,3,4,152,18,127,7,Non-New York City
Sullivan,Neversink PCT (NYC-DEPP),2017,12,4,0,0,0,0,0,4,0,4,0,Non-New York City
Livingston,SUNY Police - Geneseo,2014,12,88,1,0,1,0,0,87,17,70,0,Non-New York City
Livingston,SUNY Police - Geneseo,2008,12,83,0,0,0,0,0,83,15,68,0,Non-New York City
Nassau,Floral Park Vg PD,2017,12,51,9,0,1,7,1,42,7,29,6,Non-New York City
Westchester,SUNY Police - Purchase,2011,12,119,1,0,1,0,0,118,53,65,0,Non-New York City
Erie,SUNY Police - Buffalo State College,2012,12,131,4,0,3,1,0,127,20,105,2,Non-New York City
Fulton,Fulton County State Police,2017,12,102,21,0,14,0,7,81,28,47,6,Non-New York City
Steuben,Corning City PD,2017,12,305,40,1,14,1,24,265,51,207,7,Non-New York City
Oneida,Sherrill City PD,2017,12,21,0,0,0,0,0,21,0,21,0,Non-New York City
Westchester,Peekskill City PD,2017,12,213,34,0,3,12,19,179,17,156,6,Non-New York City
Nassau,Malverne Vg PD,2017,12,23,0,0,0,0,0,23,2,21,0,Non-New York City
Suffolk,County Total,2012,,28885,2127,23,47,757,1300,26758,4361,21212,1185,Non-New York City
Sullivan,Sullivan County State Police,2017,12,441,123,0,84,2,37,318,101,200,17,Non-New York City
Tompkins,Groton Vg PD,2017,12,41,2,0,0,1,1,39,3,36,0,Non-New York City
Oswego,Fulton City PD,2017,12,347,18,0,2,5,11,329,77,245,7,Non-New York City
Albany,SUNY Police - Albany,2008,12,223,12,0,3,3,6,211,38,173,0,Non-New York City
Saratoga,Saratoga County Sheriff,2016,12,1195,85,2,14,2,67,1110,167,899,44,Non-New York City
Oswego,Oswego County Sheriff,2017,12,350,51,0,21,3,27,299,67,214,18,Non-New York City
Westchester,Larchmont Vg PD,2017,12,106,3,0,0,2,1,103,9,88,6,Non-New York City
Saratoga,Saratoga County Park PD,2015,12,19,3,0,0,0,3,16,0,16,0,Non-New York City
Cortland,Cortland County Sheriff,2017,12,425,18,0,13,2,3,407,73,332,2,Non-New York City
Orange,Orange County State Police,2017,12,820,162,0,108,15,39,658,47,592,19,Non-New York City
Nassau,Oyster Bay Cove Vg PD,2017,12,14,0,0,0,0,0,14,4,8,2,Non-New York City
Tompkins,County Total,2014,,2604,103,1,15,34,53,2501,484,1981,36,Non-New York City
St Lawrence,SUNY Police - Potsdam,2012,12,128,2,0,0,0,2,126,26,100,0,Non-New York City
Rensselaer,Rensselaer City PD,2017,12,130,13,0,0,4,9,117,35,77,5,Non-New York City
Washington,Hudson Falls Vg PD,2012,12,124,11,0,0,3,8,113,26,82,5,Non-New York City
Orange,Chester Vg PD,2017,12,59,6,0,0,0,6,53,5,47,1,Non-New York City
Saratoga,Stillwater Town PD,2017,12,33,1,0,0,1,0,32,6,25,1,Non-New York City
Oswego,SUNY Police - Oswego,2013,12,153,1,0,0,0,1,152,39,111,2,Non-New York City
Schoharie,Cobleskill Vg PD,2017,12,118,6,0,3,0,3,112,13,99,0,Non-New York City
Cortland,County Total,2017,,994,49,0,28,10,11,945,165,766,14,Non-New York City
Suffolk,Suffolk County Park PD,2017,12,33,1,0,0,1,0,32,0,31,1,Non-New York City
Suffolk,SUNY Police - Stony Brook,2014,12,322,8,0,0,3,5,314,26,287,1,Non-New York City
Tompkins,Cornell University Police,2017,12,285,3,0,1,1,1,282,20,262,0,Non-New York City
Livingston,SUNY Police - Geneseo,2016,12,82,1,0,1,0,0,81,9,72,0,Non-New York City
Cortland,Cortland County State Police,2017,12,176,12,0,10,0,2,164,29,130,5,Non-New York City
Suffolk,Shelter Island Town PD,2017,10,18,0,0,0,0,0,18,0,18,0,Non-New York City
Nassau,Centre Island Vg PD,2017,12,1,0,0,0,0,0,1,0,1,0,Non-New York City
Herkimer,Ilion Vg PD,2017,12,285,32,0,8,2,22,253,34,213,6,Non-New York City
Ulster,SUNY Police - New Paltz,2012,12,70,4,0,1,0,3,66,10,56,0,Non-New York City
Orleans,Medina Vg PD,2017,12,173,24,0,5,3,16,149,18,128,3,Non-New York City
Westchester,SUNY Police - Purchase,2017,12,38,3,0,3,0,0,35,4,31,0,Non-New York City
Greene,Athens Vg PD,2015,12,1,0,0,0,0,0,1,0,1,0,Non-New York City
Erie,Brant Town PD,2017,12,17,2,0,2,0,0,15,3,11,1,Non-New York City
Sullivan,Woodridge Vg PD,2017,12,16,0,0,0,0,0,16,6,9,1,Non-New York City
Oneida,Oneida County State Police,2017,12,529,112,0,43,2,67,417,82,316,19,Non-New York City
Otsego,SUNY Police - Oneonta,2011,12,76,1,0,0,0,1,75,5,70,0,Non-New York City
Erie,Depew Vg PD,2017,12,263,17,0,4,6,7,246,41,197,8,Non-New York City
Madison,Hamilton Vg PD,2017,12,6,0,0,0,0,0,6,0,6,0,Non-New York City
Onondaga,SUNY Police - Upstate Medical,2015,12,84,0,0,0,0,0,84,5,78,1,Non-New York City
